CNIC,Caller Number,Activate At,CDR Number
48482237960,923408764,2019-05-09,923446495
54539081540,923009187,2019-03-21,923274984
54539081540,923009187,2019-03-21,923898516
46890815066,923963570,2019-05-12,923699625
46890815066,923963570,2019-05-12,923893314
29472369590,923174152,2019-07-25,923459875
29472369590,923174152,2019-07-25,923083713
10211882235,923630646,2019-05-02,923507586
10211882235,923630646,2019-05-02,923288076
53467270566,923405280,2019-05-01,923053293
53467270566,923405280,2019-05-01,923059914
29898728645,923523633,2019-02-24,923653627
29898728645,923523633,2019-02-24,923899404
29152121606,923517378,2019-07-25,923297046
29152121606,923517378,2019-07-25,923604622
73542457143,923709499,2019-07-19,923996573
73542457143,923709499,2019-07-19,923429650
18376776936,923013002,2019-01-12,923809477
18376776936,923013002,2019-01-12,923356059
14544621290,923907042,2019-11-02,923399303
14544621290,923907042,2019-11-02,923941182
44197709038,923909799,2019-07-26,923301553
44197709038,923909799,2019-07-26,923908360
61082722405,923319363,2019-12-31,923253751
61082722405,923319363,2019-12-31,923207139
51115597724,923571490,2019-08-02,923078483
51115597724,923571490,2019-08-02,923556141
37892527826,923812359,2019-10-27,923731522
37892527826,923812359,2019-10-27,923317383
86867873250,923113366,2019-06-26,923027550
86867873250,923113366,2019-06-26,923802041
74028615265,923804295,2019-12-10,923806154
74028615265,923804295,2019-12-10,923061357
99898558238,923288439,2019-06-05,923357085
99898558238,923288439,2019-06-05,923646862
25660595158,923779226,2019-01-25,923373675
25660595158,923779226,2019-01-25,923450997
63809550504,923845244,2019-10-09,923407429
63809550504,923845244,2019-10-09,923817845
18583872644,923105587,2019-12-11,923906153
18583872644,923105587,2019-12-11,923827140
69045813545,923991991,2019-02-19,923042702
69045813545,923991991,2019-02-19,923516730
47975086187,923671300,2019-05-08,923531762
47975086187,923671300,2019-05-08,923519740
47479779301,923979257,2019-10-30,923476867
47479779301,923979257,2019-10-30,923844141
16232815448,923757841,2019-05-10,923121728
16232815448,923757841,2019-05-10,923221877
89431576363,923125251,2019-04-27,923399608
89431576363,923125251,2019-04-27,923017444
17979266664,923193370,2019-02-13,923034033
17979266664,923193370,2019-02-13,923608760
16129113950,923738277,2019-12-21,923252780
16129113950,923738277,2019-12-21,923486834
95235334240,923379502,2019-01-21,923571608
95235334240,923379502,2019-01-21,923729515
69110984052,923508350,2019-11-02,923912951
69110984052,923508350,2019-11-02,923194908
36818079955,923863557,2019-11-07,923008120
36818079955,923863557,2019-11-07,923400788
39342320996,923998258,2019-10-17,923409661
39342320996,923998258,2019-10-17,923715657
46868120911,923357503,2019-10-10,923850945
46868120911,923357503,2019-10-10,923607803
95684211227,923081952,2019-03-22,923240651
95684211227,923081952,2019-03-22,923902708
67344903983,923511973,2019-10-12,923466929
67344903983,923511973,2019-10-12,923988359
55980953481,923769771,2019-08-09,923307959
55980953481,923769771,2019-08-09,923660876
41709465937,923688107,2019-05-01,923730435
41709465937,923688107,2019-05-01,923607402
95755755594,923345893,2019-08-22,923194908
95755755594,923345893,2019-08-22,923991255
88878386137,923915357,2019-03-31,923830351
88878386137,923915357,2019-03-31,923801044
15251659116,923206286,2019-05-05,923573741
15251659116,923206286,2019-05-05,923791985
79681600009,923254494,2019-06-24,923663497
79681600009,923254494,2019-06-24,923900709
14112498851,923955500,2019-12-25,923144469
14112498851,923955500,2019-12-25,923792527
39413908741,923750011,2019-10-07,923352102
39413908741,923750011,2019-10-07,923827702
56198587333,923906673,2019-08-25,923925398
56198587333,923906673,2019-08-25,923575676
69533767138,923365777,2019-12-17,923486017
69533767138,923365777,2019-12-17,923780769
70167727981,923732165,2019-10-12,923360783
70167727981,923732165,2019-10-12,923672187
76183948998,923879670,2019-02-21,923603214
76183948998,923879670,2019-02-21,923491274
75789176212,923736149,2019-03-28,923107994
75789176212,923736149,2019-03-28,923070118
81430973812,923749137,2019-07-05,923651337
81430973812,923749137,2019-07-05,923271737
93112745543,923264050,2019-12-09,923570733
93112745543,923264050,2019-12-09,923065633
38195584083,923517985,2019-05-29,923844637
38195584083,923517985,2019-05-29,923691738
27925561564,923201804,2019-04-28,923148240
27925561564,923201804,2019-04-28,923507586
29796390695,923424023,2019-04-29,923760322
29796390695,923424023,2019-04-29,923586374
19316764103,923454751,2019-09-14,923518771
19316764103,923454751,2019-09-14,923746419
37591151105,923008163,2019-04-08,923896229
37591151105,923008163,2019-04-08,923932779
39731141404,923484155,2019-02-03,923265543
39731141404,923484155,2019-02-03,923453807
38403101137,923789793,2019-02-08,923298548
38403101137,923789793,2019-02-08,923029414
80965672978,923119919,2019-05-24,923905769
80965672978,923119919,2019-05-24,923764002
85342740111,923179048,2019-04-14,923531615
85342740111,923179048,2019-04-14,923687953
18595545178,923753890,2019-09-11,923367748
18595545178,923753890,2019-09-11,923073191
13485025675,923343844,2019-05-02,923160773
13485025675,923343844,2019-05-02,923299188
11769635607,923494736,2019-05-02,923627047
11769635607,923494736,2019-05-02,923868159
55326479680,923784426,2019-08-26,923099812
55326479680,923784426,2019-08-26,923909737
21875495724,923784049,2019-07-31,923919934
21875495724,923784049,2019-07-31,923981038
66725567138,923908360,2019-03-30,923513791
66725567138,923908360,2019-03-30,923498014
25627518175,923012866,2019-11-19,923630646
25627518175,923012866,2019-11-19,923876055
24907059456,923035237,2019-04-10,923771810
24907059456,923035237,2019-04-10,923875786
23288678360,923338267,2019-05-27,923123074
23288678360,923338267,2019-05-27,923515596
44620184935,923773319,2019-08-17,923799011
44620184935,923773319,2019-08-17,923499425
27349367907,923612443,2019-05-31,923429650
27349367907,923612443,2019-05-31,923636336
90581405213,923180282,2019-05-29,923795775
90581405213,923180282,2019-05-29,923650184
86709973904,923474263,2019-02-16,923271667
86709973904,923474263,2019-02-16,923592084
22173123556,923247861,2019-04-01,923119919
22173123556,923247861,2019-04-01,923784426
91925180916,923027208,2019-01-15,923121629
91925180916,923027208,2019-01-15,923639998
97114935362,923372831,2019-07-20,923756209
97114935362,923372831,2019-07-20,923043035
64435347163,923287108,2019-02-04,923922325
64435347163,923287108,2019-02-04,923933025
15528630364,923569654,2019-03-26,923230086
15528630364,923569654,2019-03-26,923687060
67285225740,923900358,2019-04-01,923820287
67285225740,923900358,2019-04-01,923840188
48180705995,923844742,2019-07-03,923595421
48180705995,923844742,2019-07-03,923160670
13522151244,923859609,2019-11-28,923193351
13522151244,923859609,2019-11-28,923896665
90205648925,923652283,2019-06-20,923850438
90205648925,923652283,2019-06-20,923308796
57803740587,923355245,2019-11-13,923571024
57803740587,923355245,2019-11-13,923656849
88457725112,923419255,2019-10-08,923191132
88457725112,923419255,2019-10-08,923688423
63598671916,923484191,2019-11-12,923518050
63598671916,923484191,2019-11-12,923078676
45422070698,923058152,2019-07-05,923540318
45422070698,923058152,2019-07-05,923236098
71645893758,923809518,2019-03-01,923328564
71645893758,923809518,2019-03-01,923685163
20844793394,923918594,2019-07-31,923665533
20844793394,923918594,2019-07-31,923171525
49978921107,923092688,2019-04-05,923916508
49978921107,923092688,2019-04-05,923485497
29836712643,923232838,2019-10-29,923180404
29836712643,923232838,2019-10-29,923902950
45697656704,923713245,2019-09-13,923929778
45697656704,923713245,2019-09-13,923845621
58411534447,923728995,2019-04-08,923102771
58411534447,923728995,2019-04-08,923474003
83378212070,923082905,2019-05-06,923480006
83378212070,923082905,2019-05-06,923389470
73187960943,923423138,2019-12-24,923616705
73187960943,923423138,2019-12-24,923353145
19575335429,923634455,2019-10-15,923375561
19575335429,923634455,2019-10-15,923602979
52967164358,923529942,2019-10-22,923353453
52967164358,923529942,2019-10-22,923381633
71959457204,923557696,2019-02-26,923799149
71959457204,923557696,2019-02-26,923150813
91986102549,923976452,2019-11-11,923066018
91986102549,923976452,2019-11-11,923772484
25573713252,923380930,2019-10-21,923927632
25573713252,923380930,2019-10-21,923857531
18226188197,923554477,2019-09-19,923780276
18226188197,923554477,2019-09-19,923137264
54329248119,923507050,2019-12-05,923052529
54329248119,923507050,2019-12-05,923157633
81013519887,923994527,2019-09-24,923464941
81013519887,923994527,2019-09-24,923123176
11103247134,923630138,2019-12-02,923278891
11103247134,923630138,2019-12-02,923754721
24760467908,923068778,2019-01-03,923246266
24760467908,923068778,2019-01-03,923171970
35410093930,923398689,2019-10-11,923985928
35410093930,923398689,2019-10-11,923896980
53868425340,923091863,2019-05-08,923926121
53868425340,923091863,2019-05-08,923599942
75144465901,923424725,2019-03-04,923505759
75144465901,923424725,2019-03-04,923355245
50703957554,923061870,2019-10-31,923337214
50703957554,923061870,2019-10-31,923541117
10399118932,923193579,2019-05-26,923786563
10399118932,923193579,2019-05-26,923873524
33966483991,923837470,2019-07-24,923321233
33966483991,923837470,2019-07-24,923777038
83295182725,923821274,2019-03-28,923498236
83295182725,923821274,2019-03-28,923491300
18626536467,923850774,2019-07-29,923409675
18626536467,923850774,2019-07-29,923825838
85660724484,923407189,2019-08-25,923493032
85660724484,923407189,2019-08-25,923808881
55699892072,923394617,2019-01-05,923184329
55699892072,923394617,2019-01-05,923194868
50889633104,923387439,2019-01-18,923761014
50889633104,923387439,2019-01-18,923841659
64015856425,923809885,2019-02-18,923451184
64015856425,923809885,2019-02-18,923096954
17796623778,923476152,2019-05-16,923800056
17796623778,923476152,2019-05-16,923776028
74933870720,923010871,2019-03-07,923564438
74933870720,923010871,2019-03-07,923775375
29370037304,923533157,2019-07-22,923098498
29370037304,923533157,2019-07-22,923778789
12682499030,923935513,2019-12-10,923913570
12682499030,923935513,2019-12-10,923452438
97477207887,923811948,2019-12-30,923039054
97477207887,923811948,2019-12-30,923536442
38047651108,923284599,2019-12-14,923732846
38047651108,923284599,2019-12-14,923323891
82174632169,923561485,2019-04-29,923378410
82174632169,923561485,2019-04-29,923372936
56919290902,923652564,2019-07-22,923271078
56919290902,923652564,2019-07-22,923366522
73014703872,923472093,2019-07-07,923009457
73014703872,923472093,2019-07-07,923745445
45089030615,923992547,2019-08-18,923609126
45089030615,923992547,2019-08-18,923430814
96781829239,923491597,2019-03-18,923011010
96781829239,923491597,2019-03-18,923909492
31518526658,923750963,2019-01-19,923179163
31518526658,923750963,2019-01-19,923511973
40915204196,923172898,2019-06-17,923734006
40915204196,923172898,2019-06-17,923392672
67480470173,923070118,2019-01-29,923780769
67480470173,923070118,2019-01-29,923665917
25523725881,923692407,2019-04-26,923274915
25523725881,923692407,2019-04-26,923754918
44984459224,923832386,2019-06-14,923479299
44984459224,923832386,2019-06-14,923674804
69095496108,923600730,2019-08-16,923457368
69095496108,923600730,2019-08-16,923030654
74128566228,923386479,2019-06-06,923165092
74128566228,923386479,2019-06-06,923044659
84770691040,923286082,2019-12-21,923578499
84770691040,923286082,2019-12-21,923426141
38766734012,923092794,2019-03-10,923033978
38766734012,923092794,2019-03-10,923741833
45183368275,923490480,2019-10-12,923255826
45183368275,923490480,2019-10-12,923248837
16188244585,923993265,2019-03-02,923030956
16188244585,923993265,2019-03-02,923196923
92548493893,923436354,2019-10-21,923909485
92548493893,923436354,2019-10-21,923340854
54865743438,923512006,2019-01-05,923913882
54865743438,923512006,2019-01-05,923183968
95084568025,923967315,2019-05-22,923451312
95084568025,923967315,2019-05-22,923010623
20376186484,923330866,2019-03-22,923023468
20376186484,923330866,2019-03-22,923958828
25135873937,923178452,2019-02-27,923637271
25135873937,923178452,2019-02-27,923601870
35412552641,923558473,2019-05-11,923930888
35412552641,923558473,2019-05-11,923143855
91435226534,923364681,2019-04-14,923175361
91435226534,923364681,2019-04-14,923231033
87958964228,923140696,2019-12-29,923425307
87958964228,923140696,2019-12-29,923862908
41337212257,923340569,2019-10-22,923465374
41337212257,923340569,2019-10-22,923586208
30597707447,923755623,2019-08-25,923123176
30597707447,923755623,2019-08-25,923961336
54882010599,923382213,2019-10-31,923569123
54882010599,923382213,2019-10-31,923210623
22374790730,923744640,2019-01-12,923457368
22374790730,923744640,2019-01-12,923725068
23345908136,923388416,2019-08-20,923665047
23345908136,923388416,2019-08-20,923480310
32505777424,923628100,2019-05-05,923623505
32505777424,923628100,2019-05-05,923001521
13769041977,923040337,2019-09-27,923116945
13769041977,923040337,2019-09-27,923643675
46997631252,923312871,2019-12-07,923372757
46997631252,923312871,2019-12-07,923498996
68177656863,923076303,2019-09-30,923999569
68177656863,923076303,2019-09-30,923923891
78697208033,923684546,2019-09-18,923481405
78697208033,923684546,2019-09-18,923423738
81325839769,923832501,2019-04-23,923029118
81325839769,923832501,2019-04-23,923713955
21588628772,923077612,2019-08-29,923665533
21588628772,923077612,2019-08-29,923037768
66576977974,923429244,2019-05-21,923393161
66576977974,923429244,2019-05-21,923758603
36749682692,923877169,2019-05-28,923403870
36749682692,923877169,2019-05-28,923581010
50826526362,923764002,2019-06-24,923405319
50826526362,923764002,2019-06-24,923046563
82320584448,923452131,2019-12-17,923224776
82320584448,923452131,2019-12-17,923080033
30215018647,923415326,2019-12-22,923615540
30215018647,923415326,2019-12-22,923417829
93757668458,923655144,2019-07-11,923964667
93757668458,923655144,2019-07-11,923876442
55632925639,923532388,2019-08-07,923964387
55632925639,923532388,2019-08-07,923119919
29263449353,923457100,2019-03-06,923037768
29263449353,923457100,2019-03-06,923037388
49611048688,923013637,2019-07-20,923006387
49611048688,923013637,2019-07-20,923734750
62801254949,923672017,2019-12-23,923923161
62801254949,923672017,2019-12-23,923818570
54467197503,923469962,2019-04-12,923497632
54467197503,923469962,2019-04-12,923991991
57274378551,923444608,2019-04-08,923248945
57274378551,923444608,2019-04-08,923109857
40679857823,923186546,2019-03-23,923091863
40679857823,923186546,2019-03-23,923989676
38445710550,923282525,2019-07-13,923843338
38445710550,923282525,2019-07-13,923024150
59896907641,923011513,2019-09-03,923705327
59896907641,923011513,2019-09-03,923781023
61206120217,923076422,2019-12-10,923094841
61206120217,923076422,2019-12-10,923686858
65106212808,923244498,2019-06-28,923951133
65106212808,923244498,2019-06-28,923691839
37629377966,923204799,2019-10-21,923571746
37629377966,923204799,2019-10-21,923600710
79879082871,923951624,2019-12-20,923204925
79879082871,923951624,2019-12-20,923964667
89697850691,923350921,2019-10-01,923834385
89697850691,923350921,2019-10-01,923057992
26023938911,923818577,2019-06-02,923184592
26023938911,923818577,2019-06-02,923291820
93070517370,923932315,2019-04-08,923534194
93070517370,923932315,2019-04-08,923688691
23366943791,923378410,2019-12-15,923844862
23366943791,923378410,2019-12-15,923754721
45360404730,923909530,2019-06-23,923357503
45360404730,923909530,2019-06-23,923572046
78438555045,923031849,2019-07-26,923909799
78438555045,923031849,2019-07-26,923647442
47954598434,923244874,2019-08-18,923513675
47954598434,923244874,2019-08-18,923359123
64256455586,923824462,2019-06-09,923350667
64256455586,923824462,2019-06-09,923204706
73826038042,923837453,2019-12-10,923245623
73826038042,923837453,2019-12-10,923305481
49058638128,923598549,2019-07-29,923685603
49058638128,923598549,2019-07-29,923027550
58929724015,923039821,2019-02-24,923063963
58929724015,923039821,2019-02-24,923855364
95674282745,923078028,2019-08-12,923299123
95674282745,923078028,2019-08-12,923082413
22718888685,923929352,2019-07-07,923967378
22718888685,923929352,2019-07-07,923657548
28784025517,923559133,2019-06-14,923133479
28784025517,923559133,2019-06-14,923636859
35953349361,923840701,2019-09-21,923440921
35953349361,923840701,2019-09-21,923850421
38394466622,923766392,2019-06-13,923944907
38394466622,923766392,2019-06-13,923152256
57356294724,923498996,2019-01-24,923835124
57356294724,923498996,2019-01-24,923152074
40763322942,923375093,2019-01-02,923697432
40763322942,923375093,2019-01-02,923909494
73076064016,923244459,2019-04-27,923623590
73076064016,923244459,2019-04-27,923323005
56789608642,923215978,2019-11-13,923013749
56789608642,923215978,2019-11-13,923637328
80197337290,923778164,2019-01-24,923769463
80197337290,923778164,2019-01-24,923144461
74064886801,923407054,2019-08-05,923666291
74064886801,923407054,2019-08-05,923503166
54783231349,923098158,2019-01-24,923885359
54783231349,923098158,2019-01-24,923338242
23237537164,923515760,2019-12-29,923447626
23237537164,923515760,2019-12-29,923223610
41405439583,923979354,2019-05-28,923207336
41405439583,923979354,2019-05-28,923421694
65049632630,923428844,2019-02-03,923987628
65049632630,923428844,2019-02-03,923340366
97849963323,923037388,2019-10-15,923852539
97849963323,923037388,2019-10-15,923833677
47218897124,923730067,2019-04-24,923131451
47218897124,923730067,2019-04-24,923038599
47248729665,923478908,2019-07-07,923814583
47248729665,923478908,2019-07-07,923929352
29458425626,923878300,2019-05-23,923975767
29458425626,923878300,2019-05-23,923164210
10218535326,923363034,2019-10-10,923365458
10218535326,923363034,2019-10-10,923334270
15999422225,923921682,2019-01-02,923476578
15999422225,923921682,2019-01-02,923502921
74693780265,923984969,2019-06-21,923879707
74693780265,923984969,2019-06-21,923120050
54726002609,923542432,2019-06-17,923622007
54726002609,923542432,2019-06-17,923695011
29480198545,923491258,2019-03-16,923661463
29480198545,923491258,2019-03-16,923279276
10793497238,923466729,2019-12-02,923044317
10793497238,923466729,2019-12-02,923665533
43417245658,923446560,2019-06-02,923818570
43417245658,923446560,2019-06-02,923057261
11857789869,923681052,2019-08-01,923356568
11857789869,923681052,2019-08-01,923239094
43356682358,923923128,2019-02-16,923778577
43356682358,923923128,2019-02-16,923185413
63505445989,923301553,2019-08-12,923726335
63505445989,923301553,2019-08-12,923572819
66615960720,923100539,2019-05-25,923008120
66615960720,923100539,2019-05-25,923059914
14554076110,923422594,2019-05-26,923076614
14554076110,923422594,2019-05-26,923421694
73598642916,923037697,2019-03-13,923093349
73598642916,923037697,2019-03-13,923656278
32587889878,923103001,2019-12-13,923190139
32587889878,923103001,2019-12-13,923007666
23705025151,923564462,2019-06-23,923915269
23705025151,923564462,2019-06-23,923788320
70289170428,923589869,2019-07-26,923576472
70289170428,923589869,2019-07-26,923836632
18967850974,923799334,2019-10-04,923464062
18967850974,923799334,2019-10-04,923360986
28070087806,923049830,2019-06-12,923138219
28070087806,923049830,2019-06-12,923999902
95477644021,923854535,2019-07-07,923017744
95477644021,923854535,2019-07-07,923415694
55066030776,923455423,2019-02-12,923844772
55066030776,923455423,2019-02-12,923027349
55753193770,923508747,2019-04-10,923577977
55753193770,923508747,2019-04-10,923517851
13818627530,923467630,2019-01-28,923931777
13818627530,923467630,2019-01-28,923239091
78373984606,923264345,2019-09-16,923426819
78373984606,923264345,2019-09-16,923105184
43134221493,923314538,2019-06-27,923386479
43134221493,923314538,2019-06-27,923848476
34786700748,923030654,2019-03-10,923726182
34786700748,923030654,2019-03-10,923912321
10358586219,923550655,2019-07-07,923861821
10358586219,923550655,2019-07-07,923055330
94293927954,923543153,2019-08-22,923010871
94293927954,923543153,2019-08-22,923920083
50233343508,923408259,2019-04-15,923190139
50233343508,923408259,2019-04-15,923613881
87727371723,923430931,2019-02-16,923532553
87727371723,923430931,2019-02-16,923124652
49913700279,923906444,2019-08-30,923628013
49913700279,923906444,2019-08-30,923255196
78995856308,923902950,2019-11-10,923272723
78995856308,923902950,2019-11-10,923007189
84131656300,923560983,2019-11-20,923953495
84131656300,923560983,2019-11-20,923221877
29764920054,923149418,2019-06-14,923030409
29764920054,923149418,2019-06-14,923578654
33967163302,923291820,2019-06-16,923201119
33967163302,923291820,2019-06-16,923682668
62439580373,923862754,2019-09-18,923518461
62439580373,923862754,2019-09-18,923981750
99020197233,923921012,2019-01-25,923133079
99020197233,923921012,2019-01-25,923960341
52395328807,923196923,2019-02-07,923008193
52395328807,923196923,2019-02-07,923152852
92215316532,923257133,2019-04-30,923647442
92215316532,923257133,2019-04-30,923350958
62055680593,923498041,2019-03-19,923696626
62055680593,923498041,2019-03-19,923818577
31685108235,923544290,2019-06-07,923150813
31685108235,923544290,2019-06-07,923202268
49853583894,923417245,2019-06-15,923870422
49853583894,923417245,2019-06-15,923718191
24305384853,923099054,2019-02-26,923363500
24305384853,923099054,2019-02-26,923961336
65819479253,923836658,2019-12-16,923536920
65819479253,923836658,2019-12-16,923301553
27947563362,923039100,2019-07-20,923602733
27947563362,923039100,2019-07-20,923759487
41110081657,923324385,2019-07-24,923991256
41110081657,923324385,2019-07-24,923698149
85578506277,923966156,2019-03-30,923289717
85578506277,923966156,2019-03-30,923121728
67729059369,923421415,2019-05-15,923972985
67729059369,923421415,2019-05-15,923958667
10608475635,923378701,2019-01-09,923228316
10608475635,923378701,2019-01-09,923601693
70684695635,923380335,2019-11-06,923896229
70684695635,923380335,2019-11-06,923784756
85468343419,923515284,2019-12-14,923755423
85468343419,923515284,2019-12-14,923345931
89274278873,923114298,2019-12-09,923601411
89274278873,923114298,2019-12-09,923664701
65809515395,923643670,2019-09-22,923412241
65809515395,923643670,2019-09-22,923784049
57737796358,923562524,2019-03-22,923142036
57737796358,923562524,2019-03-22,923999569
71914489770,923623040,2019-08-31,923434294
71914489770,923623040,2019-08-31,923845244
26923853307,923225280,2019-08-22,923412123
26923853307,923225280,2019-08-22,923007189
57241161638,923075466,2019-08-07,923321225
57241161638,923075466,2019-08-07,923246178
59654395855,923010850,2019-06-03,923520270
59654395855,923010850,2019-06-03,923636859
50222142966,923123401,2019-10-02,923505759
50222142966,923123401,2019-10-02,923568833
97312778964,923541352,2019-05-22,923074075
97312778964,923541352,2019-05-22,923340206
52766517095,923263375,2019-01-04,923107282
52766517095,923263375,2019-01-04,923872805
46372071982,923996067,2019-11-05,923818259
46372071982,923996067,2019-11-05,923741833
88328375871,923566432,2019-02-02,923864250
88328375871,923566432,2019-02-02,923103001
89603240741,923057618,2019-08-05,923314507
89603240741,923057618,2019-08-05,923114274
47747866831,923334258,2019-11-07,923495266
47747866831,923334258,2019-11-07,923361361
90384165919,923461174,2019-08-25,923212143
90384165919,923461174,2019-08-25,923334258
94001950022,923977912,2019-07-26,923705913
94001950022,923977912,2019-07-26,923600270
44056939353,923556171,2019-02-17,923677227
44056939353,923556171,2019-02-17,923728018
59608311183,923718191,2019-10-22,923749076
59608311183,923718191,2019-10-22,923928054
47456634456,923233915,2019-07-16,923485226
47456634456,923233915,2019-07-16,923385999
12997282402,923819633,2019-06-14,923577923
12997282402,923819633,2019-06-14,923112624
33895580415,923269947,2019-04-02,923441390
33895580415,923269947,2019-04-02,923313001
73728410791,923512030,2019-10-23,923047543
73728410791,923512030,2019-10-23,923353108
36978621849,923266147,2019-02-23,923595178
36978621849,923266147,2019-02-23,923215778
64515849134,923481227,2019-01-09,923972084
64515849134,923481227,2019-01-09,923456951
46087021447,923103505,2019-08-13,923179653
46087021447,923103505,2019-08-13,923498236
23821658207,923853721,2019-02-27,923241452
23821658207,923853721,2019-02-27,923518402
43290155548,923028574,2019-03-01,923033978
43290155548,923028574,2019-03-01,923647803
39428991220,923960264,2019-09-13,923534817
39428991220,923960264,2019-09-13,923501649
87288826785,923412934,2019-01-20,923294512
87288826785,923412934,2019-01-20,923713245
31613405795,923548608,2019-04-08,923478621
31613405795,923548608,2019-04-08,923865953
69705538480,923776476,2019-10-28,923932779
69705538480,923776476,2019-10-28,923898945
91068539260,923526399,2019-07-23,923159342
91068539260,923526399,2019-07-23,923378220
99671464056,923450997,2019-01-24,923900134
99671464056,923450997,2019-01-24,923182221
74730929929,923806441,2019-09-21,923785945
74730929929,923806441,2019-09-21,923972985
80501633760,923919850,2019-03-20,923341732
80501633760,923919850,2019-03-20,923554326
49999748736,923657134,2019-02-13,923882713
49999748736,923657134,2019-02-13,923713246
33841996506,923293249,2019-02-11,923504075
33841996506,923293249,2019-02-11,923548608
37115402446,923259912,2019-07-09,923255309
37115402446,923259912,2019-07-09,923182303
46509252853,923201119,2019-04-29,923505520
46509252853,923201119,2019-04-29,923570197
72961349741,923545507,2019-01-04,923056630
72961349741,923545507,2019-01-04,923711442
60209169367,923035525,2019-08-11,923945151
60209169367,923035525,2019-08-11,923857954
90015183083,923179578,2019-09-21,923867390
90015183083,923179578,2019-09-21,923493727
65648819034,923802694,2019-04-12,923321245
65648819034,923802694,2019-04-12,923029744
71678053191,923166529,2019-01-12,923527060
71678053191,923166529,2019-01-12,923865176
26873901493,923350442,2019-08-23,923675322
26873901493,923350442,2019-08-23,923202537
65261899589,923027501,2019-01-08,923391875
65261899589,923027501,2019-01-08,923403733
31780145223,923014203,2019-02-18,923628404
31780145223,923014203,2019-02-18,923119268
21587413123,923822858,2019-12-12,923365792
21587413123,923822858,2019-12-12,923326598
57945116512,923904630,2019-09-01,923685463
57945116512,923904630,2019-09-01,923961336
47184587860,923980202,2019-05-05,923141334
47184587860,923980202,2019-05-05,923131422
27627208085,923086530,2019-05-15,923576502
27627208085,923086530,2019-05-15,923415694
40000887704,923933015,2019-08-05,923421494
40000887704,923933015,2019-08-05,923936664
22398556541,923515141,2019-11-09,923314507
22398556541,923515141,2019-11-09,923885703
43799945013,923008750,2019-05-14,923718966
43799945013,923008750,2019-05-14,923612507
26639948826,923495949,2019-12-02,923140047
26639948826,923495949,2019-12-02,923881778
27698012500,923676117,2019-11-06,923333620
27698012500,923676117,2019-11-06,923491274
78072184789,923631671,2019-04-19,923493727
78072184789,923631671,2019-04-19,923560989
99693474233,923262278,2019-05-01,923296684
99693474233,923262278,2019-05-01,923478749
20599732396,923623162,2019-01-22,923331415
20599732396,923623162,2019-01-22,923663981
82529991568,923287998,2019-12-16,923314936
82529991568,923287998,2019-12-16,923691842
70721869756,923086496,2019-11-11,923037697
70721869756,923086496,2019-11-11,923221118
75242619375,923046637,2019-08-16,923161662
75242619375,923046637,2019-08-16,923705900
33521056058,923079862,2019-10-28,923120218
33521056058,923079862,2019-10-28,923733955
31552135150,923685463,2019-06-02,923933025
31552135150,923685463,2019-06-02,923450603
46372967870,923316971,2019-07-28,923377358
46372967870,923316971,2019-07-28,923209291
50594152157,923126415,2019-05-10,923530696
50594152157,923126415,2019-05-10,923502630
90996911375,923979743,2019-10-08,923558375
90996911375,923979743,2019-10-08,923356403
56738957475,923864799,2019-01-23,923280508
56738957475,923864799,2019-01-23,923040417
10320643846,923858668,2019-09-16,923955402
10320643846,923858668,2019-09-16,923008750
13530871005,923086028,2019-03-09,923075226
13530871005,923086028,2019-03-09,923775512
32800102308,923500634,2019-08-31,923225280
32800102308,923500634,2019-08-31,923809598
10879125543,923912783,2019-08-14,923840546
10879125543,923912783,2019-08-14,923508093
44709727068,923729030,2019-07-20,923809942
44709727068,923729030,2019-07-20,923575009
13903334812,923497430,2019-05-31,923042258
13903334812,923497430,2019-05-31,923855736
15159074361,923396440,2019-08-25,923532786
15159074361,923396440,2019-08-25,923933834
80433027307,923870322,2019-10-30,923257316
80433027307,923870322,2019-10-30,923523998
26678995350,923146103,2019-02-25,923396020
26678995350,923146103,2019-02-25,923356735
40623391047,923877664,2019-11-20,923263922
40623391047,923877664,2019-11-20,923054204
72976969106,923529177,2019-10-30,923304812
72976969106,923529177,2019-10-30,923052725
39939356240,923600270,2019-07-05,923796419
39939356240,923600270,2019-07-05,923698616
82531819778,923047645,2019-08-20,923056602
82531819778,923047645,2019-08-20,923764356
62030868442,923896172,2019-03-01,923574008
62030868442,923896172,2019-03-01,923292355
11284093931,923682668,2019-06-25,923502342
11284093931,923682668,2019-06-25,923484460
59538842422,923576077,2019-10-13,923958667
59538842422,923576077,2019-10-13,923152807
26145476700,923654964,2019-06-08,923219694
26145476700,923654964,2019-06-08,923341073
85977738471,923589004,2019-07-30,923305481
85977738471,923589004,2019-07-30,923604239
83689394681,923543749,2019-11-10,923493727
83689394681,923543749,2019-11-10,923959545
98289278586,923216041,2019-09-09,923262947
98289278586,923216041,2019-09-09,923768369
29384952791,923052725,2019-06-28,923779433
29384952791,923052725,2019-06-28,923570401
49305715154,923100014,2019-11-01,923088264
49305715154,923100014,2019-11-01,923175361
13236123025,923031284,2019-08-16,923077718
13236123025,923031284,2019-08-16,923088361
24543498250,923453625,2019-02-18,923586980
24543498250,923453625,2019-02-18,923048393
84054676788,923025830,2019-04-30,923209291
84054676788,923025830,2019-04-30,923597542
58848350253,923417801,2019-07-03,923527326
