CNIC,Caller Number,Activate At
81199082401,923600710,2019-09-01
49969237082,923099079,2019-09-08
97700675194,923755423,2019-07-29
26670012582,923329982,2019-09-08
70296619035,923182660,2019-04-21
51478911377,923868074,2019-06-23
81220241925,923819712,2019-06-07
65931939962,923851001,2019-05-12
26098885897,923661463,2019-10-08
57381986365,923184340,2019-01-20
98972272144,923964418,2019-08-10
28726116353,923163465,2019-02-21
57184824868,923140299,2019-12-25
61527714806,923763168,2019-06-26
10359267975,923565028,2019-03-16
97605352336,923171525,2019-07-14
25183544249,923182498,2019-10-02
81035328597,923313646,2019-06-05
11892007591,923777942,2019-02-21
89474825683,923264966,2019-12-09
88483729245,923800787,2019-01-08
64453110231,923704345,2019-07-31
75199571754,923394313,2019-04-20
30646466297,923173820,2019-02-23
46755026128,923909000,2019-05-06
29361346550,923289308,2019-04-10
76535721182,923936643,2019-03-27
41805119856,923256876,2019-06-18
50099610004,923289319,2019-12-07
94010444882,923766930,2019-12-05
68117222518,923523377,2019-02-08
76785940986,923490958,2019-06-27
64654365384,923127880,2019-09-04
85607927075,923523458,2019-07-24
15803263477,923031271,2019-02-12
15170246871,923865999,2019-07-09
13386684283,923659947,2019-07-24
76969434440,923520882,2019-03-02
82702835865,923336978,2019-06-11
63399664688,923870092,2019-02-10
11356790937,923069512,2019-02-13
37815089244,923389470,2019-06-04
62522081252,923963688,2019-10-27
55720327992,923630359,2019-02-03
83573040276,923801003,2019-10-19
13040227848,923499956,2019-09-27
59144805070,923221118,2019-03-20
46946793296,923356390,2019-02-06
85430661839,923842771,2019-03-21
54241516782,923141081,2019-12-05
81147798379,923351817,2019-06-03
52891618947,923781200,2019-12-03
84157078280,923147024,2019-08-09
82281426485,923356735,2019-02-28
51779370673,923909494,2019-07-18
74475631697,923493623,2019-06-23
89478422009,923421337,2019-05-23
37994639774,923826366,2019-01-25
97119550507,923818711,2019-05-11
84268654305,923530008,2019-08-31
59505204441,923635146,2019-06-21
67626213430,923973193,2019-03-15
30462200029,923521168,2019-10-22
20373082345,923249492,2019-03-06
89941924186,923072103,2019-06-23
70412121828,923927632,2019-08-31
98777610414,923359558,2019-07-07
19957072221,923944786,2019-03-17
95327679423,923375977,2019-06-28
90380547813,923958639,2019-10-30
35362486811,923590887,2019-01-28
63740559073,923610601,2019-05-03
82157057619,923531911,2019-07-13
69666732419,923785143,2019-03-25
44634156832,923819720,2019-03-12
84246834580,923427012,2019-01-17
92815000167,923149491,2019-06-06
97986134084,923151538,2019-07-25
14309492768,923235432,2019-05-11
90541315742,923636336,2019-01-24
45039520987,923219007,2019-09-04
63191142209,923190275,2019-04-20
39483810133,923782888,2019-02-18
71284496661,923623392,2019-05-01
70056277154,923109857,2019-02-15
59728955635,923012396,2019-01-04
21517231084,923593093,2019-02-21
69118424719,923712433,2019-07-24
90259365401,923992835,2019-08-23
50833949683,923818273,2019-03-23
55310894829,923668949,2019-09-23
36373401334,923041225,2019-02-28
87017487735,923957974,2019-06-07
34811503459,923587063,2019-01-23
81912651150,923941663,2019-11-06
33197597037,923271737,2019-02-26
29928082802,923517636,2019-03-30
74683322008,923712016,2019-12-18
49688311212,923487124,2019-12-06
93357414082,923648725,2019-12-14
78585197259,923150899,2019-08-29
48475922529,923198412,2019-10-13
84596842461,923355208,2019-05-02
52366722365,923090821,2019-07-09
17827916223,923653653,2019-02-18
94301257963,923538988,2019-10-15
99674655067,923536442,2019-09-24
55119508532,923297046,2019-02-09
61212341193,923261255,2019-01-12
22450229440,923358756,2019-11-19
53647906618,923594096,2019-07-08
66373608274,923019617,2019-05-28
30882649770,923876442,2019-11-13
46113472694,923075293,2019-09-18
63201784378,923893314,2019-07-30
61826004059,923187747,2019-01-30
66468790375,923291319,2019-05-22
50868595883,923570401,2019-06-26
23879163457,923657562,2019-02-04
93309782448,923436024,2019-06-08
26738387325,923631304,2019-09-05
94004814886,923836348,2019-05-04
43180549275,923553448,2019-05-02
76118935475,923645117,2019-05-22
99384933465,923056797,2019-01-01
82364598266,923061357,2019-12-06
58531682292,923966793,2019-05-27
25565737717,923186394,2019-07-04
91326438646,923305589,2019-10-14
67847416675,923793693,2019-01-26
61866306411,923333975,2019-08-19
39083046464,923059024,2019-02-15
25028252579,923593481,2019-12-07
36378034020,923576355,2019-05-25
99659614175,923119268,2019-12-28
47802220935,923040150,2019-03-30
39470609013,923507620,2019-06-28
73432032240,923807581,2019-08-27
48480383926,923289112,2019-02-11
93458564727,923651357,2019-06-17
63363666249,923047412,2019-08-31
24920327357,923296476,2019-06-13
49298501527,923743073,2019-03-05
83679570077,923032820,2019-01-12
16184315984,923426736,2019-04-30
18881320637,923857230,2019-12-28
23026738664,923624550,2019-02-27
40528522846,923855860,2019-10-13
57684296981,923260567,2019-05-12
37603280610,923779433,2019-09-29
94605541682,923511166,2019-01-15
69926212932,923564870,2019-10-31
24076325614,923146657,2019-03-01
24586060782,923890282,2019-09-29
44850853900,923806016,2019-08-24
51420385479,923683187,2019-05-21
80767671872,923981090,2019-07-26
96912943594,923604239,2019-09-13
38421510461,923665596,2019-06-27
83562063089,923701479,2019-03-30
27043116083,923311207,2019-11-14
64967988083,923663981,2019-09-04
86710817269,923898722,2019-08-18
97836496984,923542862,2019-07-12
43272577824,923120218,2019-09-15
43330264944,923068980,2019-05-29
74658931577,923426141,2019-05-20
84402568869,923378220,2019-07-08
80135647037,923981282,2019-10-09
29813203215,923439569,2019-08-27
52558386687,923280774,2019-07-17
24674548319,923700383,2019-01-12
71202934818,923144475,2019-02-21
80207708061,923059403,2019-04-08
16721170465,923416779,2019-07-14
30879191767,923948206,2019-08-29
37245284133,923209687,2019-12-04
60244296768,923289597,2019-12-01
77470099246,923654721,2019-04-14
56828527491,923577448,2019-08-12
19813338472,923503574,2019-06-25
74002298835,923467902,2019-07-13
24767184625,923004815,2019-02-17
89177699760,923393335,2019-03-23
51714851468,923418168,2019-01-22
35380343921,923170887,2019-07-10
58071431845,923033975,2019-06-18
64798631706,923183968,2019-06-20
39895870488,923085125,2019-06-27
91098270715,923304431,2019-05-24
60512180944,923651606,2019-11-23
33669197296,923467024,2019-08-12
75180118044,923092336,2019-03-23
71111327225,923649257,2019-09-24
28566585249,923341073,2019-02-25
72597770025,923198791,2019-12-07
66261227353,923317627,2019-12-02
17578304242,923813594,2019-12-07
32539429812,923680605,2019-06-05
52813554299,923899745,2019-03-09
43407264528,923922325,2019-03-18
72731331397,923806366,2019-04-01
74902402294,923459808,2019-11-09
46918732920,923310930,2019-10-20
25358651470,923754918,2019-07-24
34694207532,923548269,2019-03-24
18234275597,923958028,2019-08-15
60349124605,923454536,2019-05-17
66847191308,923466213,2019-12-26
10862905316,923842489,2019-07-21
39398103032,923040887,2019-08-05
94778409021,923986188,2019-04-14
27150627975,923960760,2019-07-15
65102023043,923559689,2019-10-08
31665729464,923004944,2019-12-21
25979223723,923035256,2019-06-29
90119762393,923346008,2019-06-26
59945332768,923815884,2019-06-13
26011722931,923473478,2019-03-30
24247957718,923365792,2019-08-11
83784368938,923274490,2019-08-20
34900015032,923074821,2019-05-26
56281918593,923531615,2019-01-14
99409107986,923722692,2019-06-01
56464467467,923630163,2019-05-15
57435107820,923525677,2019-05-29
11220148943,923312914,2019-10-30
80969783976,923255196,2019-08-09
94074445117,923245146,2019-09-18
29304027248,923958667,2019-02-15
31263932082,923603214,2019-07-19
44003138587,923657548,2019-01-15
54631091592,923417227,2019-04-18
86723372111,923296103,2019-03-31
46997849323,923087990,2019-09-14
84298916472,923973324,2019-01-04
42613909929,923115763,2019-03-29
43957314457,923320952,2019-07-26
47459505674,923100110,2019-01-10
30722763902,923275521,2019-05-07
18546806931,923379848,2019-07-15
93543532847,923784293,2019-12-19
20896837105,923323768,2019-05-15
91457440529,923966981,2019-11-23
88321957689,923505593,2019-03-15
32063993596,923938501,2019-11-09
60439081805,923303360,2019-10-12
83330975625,923656212,2019-01-08
13558276827,923680987,2019-12-23
34575634577,923059909,2019-11-05
86956854973,923230086,2019-02-24
78762604121,923742066,2019-02-04
91942062837,923966697,2019-08-25
84169558600,923772557,2019-11-26
15420708762,923053752,2019-10-25
59032801838,923236008,2019-11-09
89229469375,923374851,2019-01-16
65537980432,923491274,2019-02-02
57866889612,923258370,2019-07-05
86270886034,923399329,2019-08-07
76931194582,923012678,2019-11-30
51972439189,923025599,2019-04-26
24172335582,923784325,2019-12-02
33921539044,923591080,2019-10-15
92480178390,923364116,2019-12-18
72953859506,923187929,2019-01-15
73195160671,923896585,2019-08-05
30348766208,923384784,2019-02-20
52172263524,923499721,2019-11-05
54066600078,923232772,2019-10-06
71208192897,923819568,2019-09-24
41505762764,923995346,2019-09-28
68632586178,923954238,2019-04-09
93044984593,923615540,2019-10-10
54896654352,923698782,2019-08-19
58640031071,923710471,2019-06-23
69407654065,923377684,2019-09-20
83471786410,923627987,2019-11-15
22005581565,923978320,2019-11-13
80668661210,923827363,2019-03-02
77560101524,923733933,2019-05-17
18257764094,923048390,2019-07-16
27363917287,923080709,2019-04-03
23965580481,923682257,2019-03-03
80686932596,923637955,2019-02-27
39703752987,923450919,2019-07-26
32411681451,923413632,2019-06-11
54303025221,923980744,2019-12-25
72440765743,923865409,2019-10-10
83241425891,923628431,2019-08-06
38984659143,923060890,2019-08-16
16058507454,923878009,2019-08-24
87566494131,923176547,2019-09-28
59649140570,923733706,2019-06-21
41486631681,923701353,2019-09-18
56688448306,923136840,2019-02-11
83717380348,923848078,2019-05-12
63953158416,923050082,2019-07-28
64476745216,923039753,2019-01-27
23723016827,923831011,2019-05-10
59359849658,923162890,2019-07-03
91405993705,923815947,2019-05-12
42790650990,923319763,2019-12-16
78856803967,923507541,2019-12-03
30176791524,923757011,2019-06-10
28027796411,923382614,2019-02-08
48371732200,923262169,2019-08-28
64176202370,923558303,2019-10-24
80828198145,923724738,2019-05-16
95605648605,923958998,2019-06-19
29681895879,923883703,2019-04-12
86317621221,923012176,2019-01-09
93778463710,923726335,2019-07-22
12624499991,923927302,2019-08-25
67328657222,923440884,2019-07-31
27121256438,923053286,2019-06-18
80395595526,923302298,2019-03-29
79993969667,923788593,2019-02-05
22274773089,923340206,2019-07-24
64342850959,923262186,2019-05-10
88837884296,923338242,2019-06-05
50455313428,923726182,2019-03-18
47687535940,923931241,2019-04-22
57399068142,923799149,2019-03-15
92693132803,923229077,2019-05-28
83224486732,923280215,2019-08-06
31236048001,923959995,2019-04-26
27795212748,923265438,2019-03-25
55022600090,923599536,2019-05-24
52845656175,923660876,2019-07-19
77343584208,923823648,2019-10-24
97753179767,923229612,2019-09-12
19174051955,923454475,2019-06-04
48645834098,923830431,2019-02-17
69002117779,923448216,2019-08-26
92059011620,923521092,2019-11-07
13248506947,923426822,2019-11-30
16372587836,923671252,2019-10-30
15397517177,923846586,2019-05-15
20340157452,923202268,2019-05-24
78083494697,923338279,2019-11-23
27332650166,923347411,2019-09-30
81567424958,923157418,2019-01-22
45450646628,923666655,2019-11-19
88968867239,923398923,2019-03-04
52377301108,923368607,2019-09-29
35924108800,923684388,2019-09-28
12941850931,923725938,2019-08-22
46570652554,923047222,2019-07-12
47612653119,923812695,2019-06-19
96378692971,923125444,2019-04-24
62167812733,923067097,2019-03-07
66371086849,923667623,2019-04-12
19827912597,923850421,2019-11-11
95845698812,923885802,2019-12-21
69970326084,923502737,2019-09-26
63351189681,923960241,2019-07-15
94706028485,923088105,2019-03-07
62569871299,923147583,2019-09-16
85735732378,923244915,2019-05-16
91297403707,923246178,2019-02-05
64653240865,923115155,2019-01-06
24923114518,923828556,2019-12-25
39647571525,923229969,2019-12-16
39188448565,923819262,2019-04-10
12317856625,923574008,2019-07-06
59254626637,923606431,2019-06-03
59205666973,923592652,2019-08-21
46505844075,923370350,2019-02-21
21729686948,923477009,2019-01-14
16387196324,923916618,2019-04-27
55174828339,923562402,2019-04-20
72365146199,923719295,2019-08-28
91095722389,923915873,2019-03-30
43649291498,923216291,2019-02-11
20726854422,923113119,2019-10-12
26084551128,923926167,2019-09-06
84335865541,923916913,2019-03-30
98702070758,923561110,2019-03-09
83945919350,923190139,2019-01-20
26922779784,923484460,2019-09-15
44411574316,923170908,2019-12-31
94443975331,923045722,2019-12-17
73548708174,923061005,2019-12-06
66768427255,923010595,2019-02-23
19723952820,923743753,2019-10-24
12783466233,923985185,2019-12-14
74615769561,923047243,2019-08-07
86438597359,923160527,2019-03-14
14046288958,923161892,2019-01-10
92379265455,923070740,2019-03-21
30978900934,923691839,2019-01-09
14700419900,923770798,2019-03-29
30481251486,923093865,2019-01-01
40478008359,923016450,2019-05-23
63630491416,923057200,2019-05-06
98311501361,923057261,2019-11-22
42104276280,923943665,2019-09-28
75935480006,923540229,2019-05-10
63865950093,923582261,2019-08-30
38637038078,923530793,2019-12-03
66302908849,923211747,2019-08-18
25758508785,923528326,2019-05-07
74421458035,923790520,2019-08-30
94181557328,923757911,2019-03-13
81540232711,923715865,2019-04-28
18386653966,923504075,2019-08-19
37879682918,923324173,2019-11-02
86230420034,923396020,2019-01-21
84219853879,923334270,2019-10-31
98144118715,923132579,2019-06-06
10131543526,923377205,2019-03-26
41000820618,923781853,2019-06-05
78106609896,923082297,2019-07-16
32231462737,923471991,2019-02-13
82326209387,923234513,2019-09-22
54766588335,923903575,2019-02-22
62105675768,923432087,2019-02-17
59559330209,923365177,2019-07-18
64598059521,923458360,2019-04-07
94523409681,923008859,2019-09-07
31520009969,923655267,2019-01-15
57391823069,923784103,2019-01-27
36662156510,923275467,2019-10-15
49107211301,923817183,2019-11-05
33338900534,923197663,2019-03-02
62328395681,923168316,2019-05-25
99370695604,923494842,2019-12-01
55319488984,923496921,2019-03-31
82660739040,923421260,2019-04-29
17477405046,923697366,2019-05-11
10303959724,923176476,2019-01-05
30414630578,923398733,2019-09-30
90073576238,923317383,2019-09-14
68058015923,923067425,2019-05-03
11663029475,923048520,2019-11-02
33691750201,923256612,2019-04-04
76975363549,923826422,2019-08-09
58519575051,923573745,2019-05-26
48726799177,923514133,2019-07-08
61361098225,923163778,2019-02-15
48285798427,923988359,2019-05-15
95665240784,923253751,2019-09-09
18255783537,923473433,2019-12-05
38788846063,923418494,2019-03-01
31350139257,923709846,2019-04-11
15773975916,923089998,2019-09-19
87641193943,923417560,2019-08-08
21554129390,923250986,2019-06-10
27556081136,923903810,2019-09-16
84736074284,923038599,2019-06-02
59607900962,923008193,2019-09-05
29352207822,923809402,2019-06-18
48073334498,923442877,2019-09-12
23121898376,923797372,2019-09-24
75359284895,923998748,2019-10-21
25239532655,923021815,2019-09-22
38292661793,923668498,2019-04-04
39897136366,923936619,2019-07-09
37170997193,923297163,2019-04-07
44943744277,923860634,2019-02-04
57714646719,923786364,2019-02-16
54121193226,923677227,2019-05-22
62438612860,923393867,2019-10-30
57032133241,923716111,2019-08-10
81569947297,923229834,2019-05-09
84261552949,923178837,2019-11-24
11029600316,923634717,2019-04-20
35767339941,923070414,2019-07-08
12123341555,923324040,2019-06-07
11901933843,923925176,2019-12-31
95404648644,923000802,2019-11-28
73454466078,923284370,2019-10-01
20847114674,923376318,2019-12-04
53410511032,923056602,2019-02-08
40787551661,923051272,2019-05-22
84844120370,923554145,2019-03-19
24914075422,923143374,2019-04-28
83467654589,923505759,2019-12-07
92752516056,923343211,2019-01-30
99241683525,923271165,2019-12-26
41324252917,923664025,2019-08-19
94490057171,923960937,2019-08-05
59929907530,923731694,2019-02-23
13118531406,923729671,2019-12-31
15048818257,923529007,2019-03-07
83079338540,923962409,2019-02-24
13749009030,923932853,2019-03-24
54256754544,923501600,2019-11-05
16568778004,923615312,2019-01-24
57768885922,923603316,2019-07-02
24667882931,923635170,2019-01-03
19330737583,923214097,2019-07-27
66309749662,923510230,2019-01-08
61284255233,923042488,2019-06-24
81729922488,923578499,2019-08-15
37102555336,923441738,2019-08-25
57747561593,923710147,2019-09-24
78839310491,923542316,2019-01-26
78995995188,923063963,2019-04-11
72212591393,923175357,2019-06-07
17278530656,923691479,2019-12-30
81351866752,923267515,2019-09-06
74612594674,923017530,2019-06-04
54635248295,923867206,2019-11-02
77740329916,923726976,2019-07-13
61659821344,923087943,2019-02-11
74754411399,923238279,2019-06-11
71685003632,923095305,2019-08-22
74401982511,923210784,2019-04-07
95934797431,923162495,2019-09-07
66924946408,923977364,2019-06-03
38254779982,923808881,2019-02-21
88135526019,923637137,2019-02-08
50697382342,923837592,2019-11-14
89213170012,923089774,2019-12-28
87625456723,923838383,2019-07-28
57439494190,923975114,2019-12-09
54532598342,923002030,2019-11-10
80556365854,923301054,2019-01-14
26579454758,923536138,2019-06-22
46822316112,923140673,2019-12-04
93023167502,923280508,2019-09-06
62630052701,923804948,2019-02-28
85117656382,923660027,2019-11-25
99132493748,923152999,2019-12-12
42956089158,923648115,2019-08-10
13870191195,923532786,2019-05-29
57404993745,923511385,2019-03-28
59076711409,923328107,2019-06-09
83496692484,923943931,2019-11-16
14422802236,923027349,2019-11-24
31474672674,923494478,2019-07-03
17085993425,923365172,2019-01-18
30607998498,923004679,2019-11-12
75607390618,923152084,2019-08-10
71219443108,923091721,2019-05-22
15729920500,923001521,2019-12-13
12968904213,923958355,2019-09-01
65341672313,923620381,2019-04-08
17484114610,923955920,2019-09-19
20537090540,923960594,2019-05-23
38090700814,923791985,2019-09-15
87121051776,923682844,2019-05-12
36751664966,923889477,2019-02-14
72174146989,923876446,2019-11-09
21531777256,923538928,2019-11-20
34291534140,923232053,2019-08-20
41584025442,923629672,2019-05-22
62188447777,923430261,2019-07-12
44011720054,923444343,2019-11-04
55230258604,923660384,2019-06-18
14273539041,923356291,2019-09-15
32845515586,923650730,2019-12-27
50479464811,923655252,2019-12-04
73793719572,923647016,2019-11-07
25692351245,923752989,2019-07-18
41850490621,923397696,2019-07-08
50374095429,923417172,2019-09-02
56554681871,923675944,2019-07-16
20748275193,923010623,2019-04-06
49777598092,923493032,2019-07-11
71074038062,923222537,2019-09-12
27549186803,923377380,2019-05-06
91174247841,923248474,2019-05-01
78671901788,923685349,2019-11-06
58559760299,923147958,2019-08-12
31023715711,923167334,2019-05-23
72337346315,923114277,2019-09-09
52151341454,923264072,2019-01-24
16105171918,923347571,2019-12-28
41561060211,923514663,2019-09-01
42588034975,923325677,2019-07-12
78496427221,923353592,2019-06-12
75579044526,923486017,2019-06-02
26225479527,923688423,2019-01-03
92016708643,923571575,2019-07-10
48118471347,923171494,2019-11-27
80782642725,923814887,2019-11-24
62018779733,923742754,2019-04-26
84272452480,923217505,2019-08-10
58051964714,923638599,2019-08-01
20898821326,923558290,2019-03-31
94534374248,923909737,2019-08-02
97727990626,923067012,2019-06-28
61290220761,923561165,2019-05-26
98571606667,923861828,2019-03-21
26564096954,923021911,2019-08-28
70151137313,923875764,2019-07-04
12075891608,923337572,2019-11-17
91883390487,923736633,2019-11-07
20112192208,923319769,2019-09-28
60124720260,923017827,2019-05-07
81368203048,923141334,2019-06-21
52276297713,923831133,2019-05-08
87846640433,923299947,2019-09-24
32043486097,923579748,2019-10-12
60180481019,923926808,2019-10-19
16867079586,923590719,2019-05-11
45938153920,923999856,2019-12-06
25697126823,923475580,2019-12-28
49039660176,923478621,2019-03-07
16631921785,923345931,2019-11-15
75225207054,923498014,2019-06-15
19224317245,923517612,2019-09-13
11862731483,923115782,2019-11-22
64373654115,923116945,2019-07-02
41751306570,923168485,2019-01-16
71543020665,923187576,2019-10-21
16123995198,923362816,2019-08-21
28045426959,923636752,2019-03-24
50729811019,923580130,2019-09-10
44780328601,923705821,2019-08-13
70689775120,923960087,2019-10-21
77873994361,923048393,2019-08-15
90220698975,923723975,2019-10-11
64221664051,923120335,2019-05-01
35117323485,923533184,2019-03-12
46338643901,923780769,2019-09-15
95730909166,923871430,2019-03-14
47330554386,923862908,2019-12-23
84520194390,923179163,2019-09-08
73087548715,923881182,2019-02-14
68597320648,923630975,2019-09-29
92003227402,923342390,2019-07-02
94239077813,923846704,2019-03-03
75444960470,923239944,2019-11-05
49462594528,923297302,2019-12-19
65462022898,923995332,2019-02-17
31639052641,923580239,2019-03-19
97541521498,923662166,2019-10-02
72100744354,923355800,2019-12-04
13399770474,923596543,2019-09-01
49504611854,923024203,2019-12-23
15480303573,923450812,2019-10-23
50169497930,923964667,2019-05-28
53386220025,923365300,2019-07-20
33159440308,923244575,2019-08-06
96502500795,923053401,2019-12-25
29780704599,923243650,2019-03-12
35058954433,923127375,2019-05-30
72649933148,923793099,2019-03-12
75729944592,923239018,2019-02-18
41167372588,923891347,2019-11-30
47351656141,923618045,2019-03-18
84224856525,923462886,2019-12-20
39107261638,923473345,2019-05-14
10528199267,923334966,2019-09-30
46298939889,923869995,2019-10-25
68065078821,923052581,2019-12-26
94567234053,923688365,2019-05-22
18104880413,923490907,2019-02-09
39943600162,923426395,2019-01-07
35498817915,923217124,2019-08-11
47074234002,923137612,2019-03-19
90160061134,923589094,2019-08-20
15949706696,923585490,2019-09-21
13074252081,923502921,2019-04-20
20665689371,923298986,2019-03-23
44687510140,923124652,2019-07-05
12291535904,923818128,2019-10-31
99802271230,923301306,2019-03-21
58521207924,923818259,2019-09-25
48532436439,923087018,2019-11-27
71445900168,923873822,2019-03-12
38145544604,923198009,2019-08-10
45936629275,923884005,2019-07-19
19770984685,923362928,2019-04-05
53127564602,923024299,2019-01-12
58146400499,923133880,2019-06-13
52866861357,923359054,2019-04-05
62276835557,923508796,2019-01-16
28663340803,923048929,2019-07-23
21310814092,923894562,2019-03-11
37888845983,923184063,2019-01-03
89455452121,923234718,2019-04-26
79671871218,923509237,2019-12-01
79518038726,923396847,2019-11-12
56710211830,923336904,2019-09-10
21274394185,923682245,2019-04-09
94999645813,923659820,2019-06-01
80051085654,923888603,2019-03-16
36219061344,923532323,2019-01-10
82194601517,923428824,2019-08-14
67047622238,923806299,2019-09-04
34416210515,923921835,2019-07-11
86409035372,923255865,2019-10-08
56483462747,923636643,2019-09-13
47138415836,923313532,2019-09-26
75580975881,923739069,2019-02-10
22318010226,923009454,2019-01-01
34202383331,923540944,2019-12-29
65431565907,923140281,2019-11-16
98330281654,923542098,2019-05-19
50814697227,923660282,2019-06-02
33848861029,923793564,2019-09-03
46792281106,923100693,2019-11-24
63828772671,923063303,2019-12-14
32296386695,923636479,2019-06-13
44531606920,923269353,2019-05-08
98362823139,923723041,2019-12-21
88395831753,923267046,2019-11-11
15998413445,923438408,2019-08-17
63854138124,923364726,2019-08-25
70495936340,923324048,2019-08-27
30440291677,923423770,2019-03-04
85480589882,923546213,2019-02-17
94148677865,923607803,2019-07-02
57725042494,923874895,2019-01-06
44472965497,923960400,2019-05-27
76266882152,923882713,2019-06-10
59629346243,923278408,2019-01-25
77457909556,923432980,2019-11-17
69096977644,923759487,2019-12-10
78078420425,923861854,2019-10-23
28367518116,923340854,2019-06-26
42365882185,923079276,2019-01-23
67519198019,923372706,2019-07-25
99520015555,923285349,2019-12-31
51793847504,923287807,2019-09-28
27777167547,923282832,2019-01-29
90696780644,923074966,2019-01-18
48031880038,923044243,2019-07-25
46373983705,923055458,2019-10-29
55560561233,923947259,2019-01-23
93122961669,923618437,2019-04-07
77984938644,923489117,2019-03-09
59604197738,923941648,2019-02-25
41390663970,923667060,2019-08-21
32325374866,923308796,2019-05-16
90291870305,923550849,2019-09-26
73476342614,923999013,2019-05-12
98049494597,923352854,2019-12-01
36559384399,923174963,2019-05-31
51360454605,923084845,2019-06-07
64522345947,923780007,2019-07-03
12123105287,923183946,2019-02-07
70648997953,923073453,2019-03-29
63902238553,923507316,2019-02-10
66485706085,923309461,2019-12-19
41226350341,923778789,2019-05-20
12321938634,923278954,2019-02-10
98006463077,923424640,2019-07-28
17249961283,923291012,2019-01-27
73086689976,923735766,2019-03-22
44643576778,923380207,2019-07-03
84443627516,923006387,2019-08-05
69782178178,923778742,2019-01-22
82024166296,923201518,2019-07-01
32014403023,923471994,2019-04-19
81842370418,923175086,2019-03-24
52021036784,923297870,2019-04-13
50561493398,923531313,2019-11-02
92231385677,923480310,2019-10-30
23296695190,923559763,2019-04-30
80436759645,923864250,2019-08-17
95628699973,923240550,2019-08-17
72444939843,923333339,2019-01-16
39283565814,923795998,2019-04-24
68993164663,923423738,2019-09-23
51011115424,923949508,2019-05-09
50209487983,923305481,2019-09-13
31336423159,923547116,2019-01-19
32489759160,923487691,2019-11-18
88219369099,923435062,2019-06-26
59342973879,923724666,2019-08-30
88699405883,923882781,2019-06-09
42937307858,923663497,2019-07-26
91641673928,923052574,2019-10-23
33177590712,923171970,2019-03-26
67866816862,923147134,2019-03-26
42452491508,923771097,2019-11-06
43057462385,923679879,2019-04-02
55951532492,923357644,2019-08-05
98052476934,923993392,2019-06-24
80194470999,923299057,2019-12-19
33942082423,923145369,2019-05-26
78751847350,923994895,2019-12-15
93640609729,923695870,2019-05-18
88828771876,923440355,2019-12-03
84802281942,923473721,2019-04-15
86249364382,923907044,2019-02-06
14030981703,923739542,2019-12-07
52079626811,923296684,2019-12-30
89042248084,923449437,2019-04-01
51376491963,923215778,2019-06-18
65109808971,923971954,2019-03-23
88491533040,923868650,2019-10-29
44755916897,923555647,2019-12-28
72090490814,923128359,2019-06-01
85313847504,923219164,2019-07-31
91479473415,923564438,2019-03-31
24161810145,923516730,2019-01-25
89494488246,923999569,2019-05-15
22710718735,923422077,2019-06-22
86594696470,923301623,2019-09-28
83229911917,923312553,2019-10-29
64818588590,923121410,2019-12-18
90397417817,923474003,2019-08-19
95462032427,923654239,2019-06-17
49398332081,923251201,2019-02-13
90463979456,923682704,2019-10-18
45224778000,923793911,2019-07-06
25091980935,923377105,2019-03-10
67378518306,923411481,2019-05-17
50191032350,923872886,2019-02-21
99270363544,923729569,2019-09-28
63716945097,923270276,2019-01-10
47695499862,923296003,2019-01-05
55552692319,923469439,2019-05-30
46075905597,923257330,2019-09-08
75715665081,923344777,2019-10-12
86796160339,923642006,2019-12-20
85838096841,923693077,2019-02-09
99223826589,923244980,2019-07-24
94785111840,923353270,2019-06-06
19968874577,923468891,2019-02-09
94033571680,923102365,2019-06-05
57082076958,923478889,2019-09-29
36976969909,923752877,2019-09-16
60480515143,923088148,2019-06-01
51889396248,923597317,2019-02-13
68953808823,923320820,2019-12-26
30197991319,923611128,2019-04-02
40531780709,923861878,2019-03-06
14855665351,923367169,2019-05-30
25444519681,923993056,2019-10-13
23572725431,923978529,2019-12-08
74041618647,923298548,2019-07-11
71853779292,923329958,2019-12-29
38329305781,923327434,2019-08-16
76982000969,923216189,2019-10-29
28035492216,923383521,2019-06-29
65705673875,923992413,2019-11-29
26797338487,923143069,2019-10-26
53302679233,923257425,2019-09-22
67886560938,923578551,2019-01-30
90877413118,923215129,2019-12-01
96226427711,923350958,2019-03-10
14099591998,923077536,2019-01-10
92458770173,923830351,2019-02-08
11584612192,923396118,2019-05-07
11294094615,923913410,2019-10-24
26696494285,923763793,2019-04-13
17753815769,923772742,2019-02-24
58877628876,923958703,2019-01-19
58902533589,923755926,2019-03-18
87809621797,923318689,2019-04-29
75162388879,923428867,2019-11-21
60761764691,923984483,2019-09-12
16237558206,923238818,2019-04-07
11656930716,923007666,2019-10-11
12389554291,923927679,2019-06-19
13965719379,923748474,2019-01-25
84705856081,923368011,2019-12-04
43276544582,923208622,2019-04-05
47214402818,923832088,2019-10-14
73434782866,923078761,2019-05-26
94007635798,923843198,2019-08-29
74837105971,923787206,2019-01-14
36277092991,923658530,2019-07-14
95315784908,923817706,2019-11-11
22881330264,923159342,2019-03-05
69069575551,923675378,2019-01-04
28728262658,923943704,2019-05-28
38568931142,923617043,2019-03-07
51582104779,923809477,2019-08-18
65248127519,923183752,2019-08-12
89823024559,923052420,2019-10-07
25330674827,923031372,2019-03-21
99506422952,923884298,2019-04-02
33241172393,923180404,2019-05-12
86553292788,923497115,2019-10-15
71618508478,923939067,2019-02-27
